postal_code,place_name,district_code,district_name,province,post_office_type
42606,Poonakary Nallur,KO,Kilinochchi,Northern Province,Sub Post Office
20951,Poppitiya,KY,Kandy,Central Province,Sub Post Office
80408,Porawagama,GL,Galle,Southern Province,Sub Post Office
12432,Poruwedanda,KT,Kalutara,Western Province,Main Post Office
81538,Pothdeniya,MH,Matara,Southern Province,Sub Post Office
20312,Poththapitiya,KY,Kandy,Central Province,Sub Post Office
60330,Pothuhera,KG,Kurunegala,North Western Province,Main Post Office
71039,Pothukoladeniya,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
70338,Pothupitiya,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
61162,Pothuwatawana,PX,Puttalam,North Western Province,Sub Post Office
32500,Pottuvil,AR,Ampara,Eastern Province,Main Post Office
21502,Pubbiliya,MT,Matale,Central Province,Sub Post Office
50122,Pubbogama,AD,Anuradhapura,North Central Province,Sub Post Office
10660,Pugoda,GQ,Gampaha,Western Province,Main Post Office
90212,Puhulpola,BD,Badulla,Uva Province,Sub Post Office
81290,Puhulwella,MH,Matara,Southern Province,Main Post Office
20112,Pujapitiya,KY,Kandy,Central Province,Main Post Office
51050,Pulastigama,PR,Polonnaruwa,North Central Province,Main Post Office
42509,Puliyampokkanai,KO,Kilinochchi,Northern Province,Sub Post Office
50328,Puliyankadawala,AD,Anuradhapura,North Central Province,Sub Post Office
43070,Puliyankulam,VA,Vavuniya,Northern Province,Sub Post Office
22051,Puliyawaththa,NW,Nuwara Eliya,Central Province,Sub Post Office
31017,Pulmoddai,TC,Trincomalee,Eastern Province,Main Post Office
40615,Puloly,JA,Jaffna,Northern Province,Sub Post Office
42600,Punakary,KO,Kilinochchi,Northern Province,Main Post Office
30428,Punanai,BC,Batticaloa,Eastern Province,Sub Post Office
22120,Pundaluoya,NW,Nuwara Eliya,Central Province,Main Post Office
50506,Punewa,AD,Anuradhapura,North Central Province,Sub Post Office
40330,Punguduthivu,JA,Jaffna,Northern Province,Main Post Office
20546,Pupuressa,KY,Kandy,Central Province,Sub Post Office
20580,Pussellawa,KY,Kandy,Central Province,Main Post Office
60072,Puswelitenna,KG,Kurunegala,North Western Province,Sub Post Office
42530,Puthukkudiyiruppu,MP,Mullaitivu,Northern Province,Main Post Office
30158,Puthukudiyiruppu,BC,Batticaloa,Eastern Province,Sub Post Office
42330,Puthuvedduvan,MP,Mullaitivu,Northern Province,Sub Post Office
61326,Puttalam Cement Factory,PX,Puttalam,North Western Province,Sub Post Office
61300,Puttalam,PX,Puttalam,North Western Province,Main Post Office
40158,Puttur,JA,Jaffna,Northern Province,Sub Post Office
20906,Putuhapuwa,KY,Kandy,Central Province,Sub Post Office
43140,Puvarasankulam,VA,Vavuniya,Northern Province,Sub Post Office
10712,Puwakpitiya,CO,Colombo,Western Province,Sub Post Office
11892,Radawadunna,GQ,Gampaha,Western Province,Sub Post Office
11725,Radawana,GQ,Gampaha,Western Province,Sub Post Office
81316,Radawela,MH,Matara,Southern Province,Sub Post Office
11400,Raddolugama,GQ,Gampaha,Western Province,Main Post Office
11010,Ragama,GQ,Gampaha,Western Province,Main Post Office
32068,Rajagalatenna,APR,Ampara,Eastern Province,Sub Post Office
10107,Rajagiriya,CO,Colombo,Western Province,Main Post Office
61242,Rajakadaluwa,PX,Puttalam,North Western Province,Sub Post Office
50246,Rajanganaya,AD,Anuradhapura,North Central Province,Sub Post Office
70116,Rajawaka,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
20180,Rajawella,KY,Kandy,Central Province,Main Post Office
80260,Rajgama,GL,Galle,Southern Province,Main Post Office
70300,Rakwana,RN,Ratnapura,Sabaragamuwa Province,Main Post Office
42408,Ramanathapuram,KO,Kilinochchi,Northern Province,Sub Post Office
50450,Rambewa,AD,Anuradhapura,North Central Province,Sub Post Office
22590,Ramboda,NW,Nuwara Eliya,Central Province,Main Post Office
20128,Rambukewela,KY,Kandy,Central Province,Sub Post Office
71100,Rambukkana,KE,Kegalle,Sabaragamuwa Province,Main Post Office
20676,Rambukpitiya,KY,Kandy,Central Province,Sub Post Office
82033,Rambukpotha,BD,Badulla,Uva Province,Sub Post Office
82554,Rammalawarapitiya,HB,Hambantota,Southern Province,Sub Post Office
50386,Rampathwila,AD,Anuradhapura,North Central Province,Sub Post Office
82612,Ranakeliya,HB,Hambantota,Southern Province,Sub Post Office
10654,Ranala,CO,Colombo,Western Province,Sub Post Office
21524,Ranamuregama,MT,Matale,Central Province,Sub Post Office
91204,Randeniya,MJ,Monaragala,Uva Province,Sub Post Office
20922,Rangala,KY,Kandy,Central Province,Sub Post Office
60095,Ranjanagama,KG,Kurunegala,North Western Province,Sub Post Office
82018,Ranmuduwewa,HB,Hambantota,Southern Province,Sub Post Office
82125,Ranna,HB,Hambantota,Southern Province,Main Post Office
50212,Ranorawa,AD,Anuradhapura,North Central Province,Sub Post Office
81064,Ransegoda,MH,Matara,Southern Province,Sub Post Office
20990,Rantembe,KY,Kandy,Central Province,Sub Post Office
80354,Rantotuvila,GL,Galle,Southern Province,Sub Post Office
70162,Ranwala,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
70135,Rassagala,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
10390,Rathmalana,CO,Colombo,Western Province,Main Post Office
50514,Rathmalgahawewa,AD,Anuradhapura,North Central Province,Sub Post Office
20818,Rathukohodigala,KY,Kandy,Central Province,Sub Post Office
90164,Ratkarawwa,BD,Badulla,Uva Province,Sub Post Office
81030,Ratmale,MH,Matara,Southern Province,Main Post Office
82276,Ratmalwala,HB,Hambantota,Southern Province,Sub Post Office
70036,Ratna Hangamuwa,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
70000,Ratnapura,RN,Ratnapura,Sabaragamuwa Province,Main Post Office
21400,Rattota,MT,Matale,Central Province,Main Post Office
12009,Remunagoda,KT,Kalutara,Western Province,Sub Post Office
90704,Rideemaliyadda,BD,Badulla,Uva Province,Sub Post Office
60606,Ridibendiella,KG,Kurunegala,North Western Province,Sub Post Office
60040,Ridigama,KG,Kurunegala,North Western Province,Main Post Office
20730,Rikillagaskada,KY,Kandy,Central Province,Main Post Office
90026,Rilpola,BD,Badulla,Uva Province,Sub Post Office
22672,Rojarsangama,NW,Nuwara Eliya,Central Province,Sub Post Office
31038,Rotawewa,TC,Trincomalee,Eastern Province,Sub Post Office
81074,Rotumba,MH,Matara,Southern Province,Sub Post Office
22008,Rozella,NW,Nuwara Eliya,Central Province,Sub Post Office
82106,Ruhunu Ridiyagama,HB,Hambantota,Southern Province,Sub Post Office
51112,Ruhunugama,PR,Polonnaruwa,North Central Province,Sub Post Office
11142,Rukgahavila,GQ,Gampaha,Western Province,Sub Post Office
11129,Rukmale,GQ,Gampaha,Western Province,Sub Post Office
22245,Rupaha,NW,Nuwara Eliya,Central Province,Sub Post Office
91056,Ruwalwela,MJ,Monaragala,Uva Province,Sub Post Office
22212,Ruwaneliya,NW,Nuwara Eliya,Central Province,Sub Post Office
71300,Ruwanwella,KE,Kegalle,Sabaragamuwa Province,Main Post Office
32280,Sainthamaruthu,AR,Ampara,Eastern Province,Main Post Office
60736,Saliya Asokapura,KG,Kurunegala,North Western Province,Sub Post Office
50008,Saliyapura,AD,Anuradhapura,North Central Province,Sub Post Office
61324,Saliyawewa Junction,PX,Puttalam,North Western Province,Sub Post Office
70142,Samanalawewa,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
32200,Sammanthurai,AR,Ampara,Eastern Province,Main Post Office
31006,Sampaltivu,TC,Trincomalee,Eastern Province,Sub Post Office
31216,Sampoor,TC,Trincomalee,Eastern Province,Sub Post Office
60176,Sandalankawa,KG,Kurunegala,North Western Province,Sub Post Office
20913,Sandasiri Dunuwila,KY,Kandy,Central Province,Sub Post Office
40098,Sandilipay,JA,Jaffna,Northern Province,Sub Post Office
20044,Sangarajapura,KY,Kandy,Central Province,Sub Post Office
43090,Sasthirikoolankulam,VA,Vavuniya,Northern Province,Sub Post Office
71708,Seaforth Colony,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
11410,Seeduwa,GQ,Gampaha,Western Province,Main Post Office
50380,Seeppukulam,AD,Anuradhapura,North Central Province,Main Post Office
22207,Seetha Eliya,NW,Nuwara Eliya,Central Province,Sub Post Office
10700,Seethawakapura,CO,Colombo,Western Province,Main Post Office
21058,Selagama,MT,Matale,Central Province,Sub Post Office
91405,Sella Kataragama,MJ,Monaragala,Uva Province,Sub Post Office
50263,Selweheragama,AD,Anuradhapura,North Central Province,Sub Post Office
50284,Senapura,AD,Anuradhapura,North Central Province,Sub Post Office
20904,Senarathwala,KY,Kandy,Central Province,Sub Post Office
32101,Serankada,APR,Ampara,Eastern Province,Sub Post Office
61042,Serukele,PX,Puttalam,North Western Province,Sub Post Office
31232,Serunuwara,TC,Trincomalee,Eastern Province,Sub Post Office
31260,Seruwila,TC,Trincomalee,Eastern Province,Sub Post Office
70250,Sevanagala,MJ,Monaragala,Uva Province,Main Post Office
51062,Sevanapitiya,PR,Polonnaruwa,North Central Province,Sub Post Office
22202,Shanthipura,NW,Nuwara Eliya,Central Province,Sub Post Office
50042,Shravasthipura,AD,Anuradhapura,North Central Province,Sub Post Office
10304,Siddamulla,CO,Colombo,Western Province,Sub Post Office
21120,Sigiriya,MT,Matale,Central Province,Main Post Office
90364,Silmiyapura,BD,Badulla,Uva Province,Sub Post Office
90027,Silpolagama,BD,Badulla,Uva Province,Sub Post Office
51378,Singhagama,PR,Polonnaruwa,North Central Province,Sub Post Office
51022,Singhaudagama,PR,Polonnaruwa,North Central Province,Sub Post Office
31314,Sirajnagar,TC,Trincomalee,Eastern Province,Sub Post Office
61312,Sirambiadiya,PX,Puttalam,North Western Province,Sub Post Office
90044,Sirimalgoda,BD,Badulla,Uva Province,Sub Post Office
51155,Siripura,PR,Polonnaruwa,North Central Province,Main Post Office
60478,Sirisethagama,KG,Kurunegala,North Western Province,Sub Post Office
40229,Sithankerny,JA,Jaffna,Northern Province,Sub Post Office
30378,Sittandy,BC,Batticaloa,Eastern Province,Sub Post Office
50068,Sivalakulama,AD,Anuradhapura,North Central Province,Sub Post Office
42618,Sivapuram,KO,Kilinochchi,Northern Province,Sub Post Office
61504,Siyambalagashena,PX,Puttalam,North Western Province,Sub Post Office
60113,Siyambalagaskotuwa,KG,Kurunegala,North Western Province,Main Post Office
81462,Siyambalagoda,MH,Matara,Southern Province,Sub Post Office
91202,Siyambalagune,MJ,Monaragala,Uva Province,Sub Post Office
91030,Siyambalanduwa,MJ,Monaragala,Uva Province,Main Post Office
60646,Siyambalangamuwa,KG,Kurunegala,North Western Province,Sub Post Office
11607,Siyambalape,GQ,Gampaha,Western Province,Sub Post Office
32048,Siyambalawewa,APR,Ampara,Eastern Province,Sub Post Office
50184,Siyambalewa,AD,Anuradhapura,North Central Province,Sub Post Office
42415,Skandapuram,KO,Kilinochchi,Northern Province,Sub Post Office
00200,Slave Island,CO,Colombo,Western Province,Main Post Office
60737,Solepura,KG,Kurunegala,North Western Province,Sub Post Office
60738,Solewewa,KG,Kurunegala,North Western Province,Sub Post Office
31222,Somapura,TC,Trincomalee,Eastern Province,Sub Post Office
31307,Sooriyapura,TC,Trincomalee,Eastern Province,Sub Post Office
82010,Sooriyawewa Town,HB,Hambantota,Southern Province,Main Post Office
90718,Sorabora Colony,BD,Badulla,Uva Province,Sub Post Office
90183,Soragune,BD,Badulla,Uva Province,Sub Post Office
90008,Soranatota,BD,Badulla,Uva Province,Sub Post Office
10412,Soysapura,CO,Colombo,Western Province,Sub Post Office
90028,Spring Valley,BD,Badulla,Uva Province,Main Post Office
70151,Sri Godankumbura,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
10100,Sri Jayawardenapura,CO,Colombo,Western Province,Main Post Office
70004,Sri Palabaddala,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
70502,Sudagala,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
81051,Sultanagoda,MH,Matara,Southern Province,Sub Post Office
60436,Sunandapura,KG,Kurunegala,North Western Province,Sub Post Office
51052,Sungavila,PR,Polonnaruwa,North Central Province,Sub Post Office
91306,Suriyaara,MJ,Monaragala,Uva Province,Sub Post Office
10301,Suwarapola,CO,Colombo,Western Province,Sub Post Office
61322,Tabbowa,PX,Puttalam,North Western Province,Sub Post Office
11504,Talahena,GQ,Gampaha,Western Province,Sub Post Office
41220,Talaimannar,MB,Mannar,Northern Province,Main Post Office
21116,Talakiriyagama,MT,Matale,Central Province,Sub Post Office
70101,Talakolahinna,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
20200,Talatuoya,KY,Kandy,Central Province,Main Post Office
50230,Talawa,AD,Anuradhapura,North Central Province,Main Post Office
22100,Talawakele,NW,Nuwara Eliya,Central Province,Main Post Office
60306,Talawattegedara,KG,Kurunegala,North Western Province,Sub Post Office
10116,Talawatugoda,CO,Colombo,Western Province,Main Post Office
61344,Talawila Church,PX,Puttalam,North Western Province,Sub Post Office
90014,Taldena,BD,Badulla,Uva Province,Sub Post Office
80058,Talgampala,GL,Galle,Southern Province,Sub Post Office
80406,Talgaspe,GL,Galle,Southern Province,Sub Post Office
71541,Talgaspitiya,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
80470,Talgaswala,GL,Galle,Southern Province,Main Post Office
80615,Talpe,GL,Galle,Southern Province,Sub Post Office
51044,Talpotha,PR,Polonnaruwa,North Central Province,Sub Post Office
51089,Tamankaduwa,PR,Polonnaruwa,North Central Province,Sub Post Office
51049,Tambala,PR,Polonnaruwa,North Central Province,Sub Post Office
60734,Tambutta,KG,Kurunegala,North Western Province,Sub Post Office
50240,Tambuttegama,AD,Anuradhapura,North Central Province,Main Post Office
50104,Tammennawa,AD,Anuradhapura,North Central Province,Sub Post Office
60517,Tammennawatiya,PX,Puttalam,North Western Province,Sub Post Office
31046,Tampalakamam,TC,Trincomalee,Eastern Province,Sub Post Office
91300,Tanamalwila,MJ,Monaragala,Uva Province,Main Post Office
82200,Tangalla,HB,Hambantota,Southern Province,Main Post Office
70118,Tanjantenna,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
50016,Tantirimale,AD,Anuradhapura,North Central Province,Sub Post Office
80148,Tawalama,GL,Galle,Southern Province,Sub Post Office
20838,Tawalantenna,KY,Kandy,Central Province,Sub Post Office
12025,Tebuwana,KT,Kalutara,Western Province,Sub Post Office
82103,Telawilla,HB,Hambantota,Southern Province,Sub Post Office
20900,Teldeniya,KY,Kandy,Central Province,Main Post Office
50242,Telhiriyawa,AD,Anuradhapura,North Central Province,Sub Post Office
71724,Teligama,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
81060,Telijjawila,MH,Matara,Southern Province,Main Post Office
40130,Tellipalai,JA,Jaffna,Northern Province,Main Post Office
80242,Telwaththa,GL,Galle,Southern Province,Sub Post Office
32072,Tempitiya,APR,Ampara,Eastern Province,Sub Post Office
31019,Tennamaravady,TC,Trincomalee,Eastern Province,Sub Post Office
20166,Tennekumbura,KY,Kandy,Central Province,Sub Post Office
90072,Tennepanguwa,BD,Badulla,Uva Province,Sub Post Office
70512,Teppanawa,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
22287,Teripeha,NW,Nuwara Eliya,Central Province,Sub Post Office
42558,Thadduvankoddy,KO,Kilinochchi,Northern Province,Sub Post Office
60208,Thalahitimulla,KG,Kurunegala,North Western Province,Sub Post Office
60624,Thalakolawewa,KG,Kurunegala,North Western Province,Sub Post Office
42563,Thalayady,KO,Kilinochchi,Northern Province,Sub Post Office
60572,Thalwita,KG,Kurunegala,North Western Province,Sub Post Office
60584,Thambagalla,KG,Kurunegala,North Western Province,Sub Post Office
32415,Thambiluvil,AR,Ampara,Eastern Province,Sub Post Office
30024,Thannamunai,BC,Batticaloa,Eastern Province,Sub Post Office
60227,Tharana Udawela,KG,Kurunegala,North Western Province,Sub Post Office
41190,Tharapuram,MB,Mannar,Northern Province,Sub Post Office
42512,Tharmapuram,KO,Kilinochchi,Northern Province,Sub Post Office
30196,Thettativu,BC,Batticaloa,Eastern Province,Sub Post Office
81280,Thihagoda,MH,Matara,Southern Province,Main Post Office
30236,Thikkodai,BC,Batticaloa,Eastern Province,Sub Post Office
11532,Thimbirigaskatuwa,GQ,Gampaha,Western Province,Sub Post Office
90012,Thimbirigaspitiya,BD,Badulla,Uva Province,Sub Post Office
60476,Thimbiriyawa,KG,Kurunegala,North Western Province,Sub Post Office
30234,Thirupalugamam,BC,Batticaloa,Eastern Province,Sub Post Office
71619,Tholangamuwa,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
40545,Thondamanaru,JA,Jaffna,Northern Province,Sub Post Office
41120,Thruketheeswaram Kovil,MB,Mannar,Northern Province,Sub Post Office
42320,Thunukkai,MP,Mullaitivu,Northern Province,Sub Post Office
30254,Thuraineelavanai,BC,Batticaloa,Eastern Province,Sub Post Office
80244,Tiranagama,GL,Galle,Southern Province,Sub Post Office
50072,Tirappane,AD,Anuradhapura,North Central Province,Sub Post Office
31016,Tiriyai,TC,Trincomalee,Eastern Province,Sub Post Office
32420,Tirukkovil,AR,Ampara,Eastern Province,Main Post Office
60453,Tisogama,KG,Kurunegala,North Western Province,Sub Post Office
82600,Tissamaharama,HB,Hambantota,Southern Province,Main Post Office
50558,Tittagonewa,AD,Anuradhapura,North Central Province,Sub Post Office
10664,Tittapattara,GQ,Gampaha,Western Province,Sub Post Office
61224,Toduwawa,PX,Puttalam,North Western Province,Sub Post Office
31250,Toppur,TC,Trincomalee,Eastern Province,Main Post Office
60499,Torayaya,KG,Kurunegala,North Western Province,Sub Post Office
31000,Trincomalee,TC,Trincomalee,Eastern Province,Main Post Office
71610,Tulhiriya,KE,Kegalle,Sabaragamuwa Province,Main Post Office
10682,Tummodara,CO,Colombo,Western Province,Main Post Office
70205,Tunkama,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
71062,Tuntota,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
60426,Tuttiripitigama,KG,Kurunegala,North Western Province,Sub Post Office
82504,Uda gomadiya,HB,Hambantota,Southern Province,Sub Post Office
20404,Uda Peradeniya,KY,Kandy,Central Province,Sub Post Office
60241,Udadeniyagama,KG,Kurunegala,North Western Province,Sub Post Office
20950,Udadumbara,KY,Kandy,Central Province,Main Post Office
71113,Udagaldeniya,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
70154,Udahawupe,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
60533,Udahena,KG,Kurunegala,North Western Province,Sub Post Office
20506,Udahentenna,KY,Kandy,Central Province,Sub Post Office
20094,Udahingulwala,KY,Kandy,Central Province,Sub Post Office
60043,Udahorombuwa,KY,Kandy,Central Province,Sub Post Office
70044,Udakarawita,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
80108,Udalamatta,GL,Galle,Southern Province,Sub Post Office
22285,Udamadura,NW,Nuwara Eliya,Central Province,Sub Post Office
82638,Udamattala,HB,Hambantota,Southern Province,Sub Post Office
70034,Udaniriella,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
71236,Udapotha,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
61004,Udappuwa,PX,Puttalam,North Western Province,Sub Post Office
22250,Udapussellawa,NW,Nuwara Eliya,Central Province,Main Post Office
21051,Udasgiriya,MT,Matale,Central Province,Sub Post Office
20802,Udatalavinna,KY,Kandy,Central Province,Sub Post Office
21006,Udatenna,MT,Matale,Central Province,Sub Post Office
11054,Udathuththiripitiya,GQ,Gampaha,Western Province,Sub Post Office
70190,Udawalawe,RN,Ratnapura,Sabaragamuwa Province,Main Post Office
20722,Udawatta,KY,Kandy,Central Province,Sub Post Office
42532,Udayarkaddu,MP,Mullaitivu,Northern Province,Sub Post Office
20916,Udispattuwa,KY,Kandy,Central Province,Sub Post Office
60250,Udubaddawa,KG,Kurunegala,North Western Province,Main Post Office
80070,Udugama,GL,Galle,Southern Province,Main Post Office
11030,Udugampola,GQ,Gampaha,Western Province,Main Post Office
90226,Uduhawara,BD,Badulla,Uva Province,Sub Post Office
71521,Udumulla,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
50207,Udunuwara Colony,AD,Anuradhapura,North Central Province,Sub Post Office
20052,Uduwa,KY,Kandy,Central Province,Sub Post Office
20934,Uduwahinna,KY,Kandy,Central Province,Sub Post Office
12322,Uduwara,KT,Kalutara,Western Province,Sub Post Office
20164,Uduwela,KY,Kandy,Central Province,Sub Post Office
32060,Uhana,APR,Ampara,Eastern Province,Main Post Office
60094,Uhumiya,KG,Kurunegala,North Western Province,Main Post Office
21300,Ukuwela,MT,Matale,Central Province,Main Post Office
20562,Ulapane,KY,Kandy,Central Province,Sub Post Office
70345,Ullinduwawa,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
60622,Ulpotha Pallekele,KG,Kurunegala,North Western Province,Sub Post Office
20965,Ulpothagama,KY,Kandy,Central Province,Sub Post Office
80168,Uluvitike,GL,Galle,Southern Province,Sub Post Office
51008,Unagalavehera,PR,Polonnaruwa,North Central Province,Sub Post Office
20719,Unantenna,KY,Kandy,Central Province,Sub Post Office
80600,Unawatuna,GL,Galle,Southern Province,Main Post Office
71200,Undugoda,KE,Kegalle,Sabaragamuwa Province,Main Post Office
80214,Unanvitiya,GL,Galle,Southern Province,Sub Post Office
30364,Unnichchai,BC,Batticaloa,Eastern Province,Sub Post Office
20708,Unuwinna,KY,Kandy,Central Province,Sub Post Office
50382,Upuldeniya,AD,Anuradhapura,North Central Province,Sub Post Office
80352,Uragaha,GL,Galle,Southern Province,Sub Post Office
80350,Uragasmanhandiya,GL,Galle,Southern Province,Main Post Office
90702,Uraniya,BD,Badulla,Uva Province,Sub Post Office
11126,Urapola,GQ,Gampaha,Western Province,Main Post Office
61502,Uriyawa,PX,Puttalam,North Western Province,Sub Post Office
81600,Urubokka,MH,Matara,Southern Province,Main Post Office
81230,Urugamuwa,MH,Matara,Southern Province,Main Post Office
40180,Urumpirai,JA,Jaffna,Northern Province,Main Post Office
81414,Urumutta,MH,Matara,Southern Province,Sub Post Office
42502,Uruthirapuram,KO,Kilinochchi,Northern Province,Sub Post Office
60732,Usgala Siyambalangamuwa,KG,Kurunegala,North Western Province,Sub Post Office
71510,Ussapitiya,KE,Kegalle,Sabaragamuwa Province,Main Post Office
11328,Uswetakeiyawa,GQ,Gampaha,Western Province,Sub Post Office
82278,Uswewa,HB,Hambantota,Southern Province,Sub Post Office
50067,Uttimaduwa,AD,Anuradhapura,North Central Province,Sub Post Office
12127,Utumgama,KT,Kalutara,Western Province,Sub Post Office
90062,Uva Deegalla,BD,Badulla,Uva Province,Sub Post Office
91054,Uva Gangodagama,MJ,Monaragala,Uva Province,Sub Post Office
90091,Uva Karandagolla,BD,Badulla,Uva Province,Sub Post Office
91298,Uva Kudaoya,MJ,Monaragala,Uva Province,Sub Post Office
90139,Uva Maligatenna,BD,Badulla,Uva Province,Sub Post Office
90192,Uva Mawelagama,BD,Badulla,Uva Province,Sub Post Office
90123,Uva Neluwa,BD,Badulla,Uva Province,Sub Post Office
91112,Uva Pelwatta,MJ,Monaragala,Uva Province,Sub Post Office
90188,Uva Tenna,BD,Badulla,Uva Province,Sub Post Office
90734,Uva Tissapura,BD,Badulla,Uva Province,Sub Post Office
90061,Uva Uduwara,BD,Badulla,Uva Province,Sub Post Office
90230,Uva Paranagama,BD,Badulla,Uva Province,Main Post Office
41110,Uylankulam,MB,Mannar,Northern Province,Sub Post Office
42405,Vaddakachchi,KO,Kilinochchi,Northern Province,Sub Post Office
41150,Vaddakandal,MB,Mannar,Northern Province,Sub Post Office
40220,Vaddukoddai,JA,Jaffna,Northern Province,Main Post Office
30424,Vakaneri,BC,Batticaloa,Eastern Province,Main Post Office
30450,Vakarai,BC,Batticaloa,Eastern Province,Main Post Office
30400,Valaichenai,BC,Batticaloa,Eastern Province,Main Post Office
41100,Vankalai,MB,Mannar,Northern Province,Main Post Office
42430,Vannerikulam,KO,Kilinochchi,Northern Province,Sub Post Office
30376,Vantharumoolai,BC,Batticaloa,Eastern Province,Sub Post Office
40640,Varany,JA,Jaffna,Northern Province,Sub Post Office
43123,Varikuddiyoor,VA,Vavuniya,Northern Province,Sub Post Office
40145,Vasavilan,JA,Jaffna,Northern Province,Main Post Office
42305,Vavunikulam,MP,Mullaitivu,Northern Province,Sub Post Office
43000,Vavuniya,VA,Vavuniya,Northern Province,Main Post Office
70459,Veddagala,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
91005,Vedikumbura,MJ,Monaragala,Uva Province,Sub Post Office
91073,Veheragoda,MJ,Monaragala,Uva Province,Sub Post Office
20640,Velamboda,KY,Kandy,Central Province,Main Post Office
40300,Velanai,JA,Jaffna,Northern Province,Main Post Office
31053,Vellamanal,TC,Trincomalee,Eastern Province,Sub Post Office
41185,Vellankulam,MB,Mannar,Northern Province,Sub Post Office
30204,Vellavely,BC,Batticaloa,Eastern Province,Sub Post Office
40540,Velvetiturai,JA,Jaffna,Northern Province,Main Post Office
42620,Veravil,KO,Kilinochchi,Northern Province,Sub Post Office
12204,Veyangalla,KT,Kalutara,Western Province,Sub Post Office
11100,Veyangoda,GQ,Gampaha,Western Province,Main Post Office
41165,Vidaththaltivu,MB,Mannar,Northern Province,Sub Post Office
81508,Viharahena,MH,Matara,Southern Province,Sub Post Office
50012,Viharapalugama,AD,Anuradhapura,North Central Province,Sub Post Office
70348,Vijeriya,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
50110,Vijithapura,AD,Anuradhapura,North Central Province,Main Post Office
42625,Vinayagapuram,KO,Kilinochchi,Northern Province,Sub Post Office
42534,Visvamadukkulam,MP,Mullaitivu,Northern Province,Sub Post Office
82232,Vitharandeniya,HB,Hambantota,Southern Province,Main Post Office
60318,Wadakada,KG,Kurunegala,North Western Province,Sub Post Office
12560,Wadduwa,KT,Kalutara,Western Province,Main Post Office
32039,Wadinagala,APR,Ampara,Eastern Province,Sub Post Office
60204,Wadumunnegedara,KG,Kurunegala,North Western Province,Sub Post Office
10680,Waga,CO,Colombo,Western Province,Main Post Office
71303,Wahakula,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
50564,Wahalkada,AD,Anuradhapura,North Central Province,Sub Post Office
50492,Wahamalgollewa,AD,Anuradhapura,North Central Province,Sub Post Office
71304,Waharaka,KE,Kegalle,Sabaragamuwa Province,Sub Post Office
61110,Waikkala,PX,Puttalam,North Western Province,Main Post Office
80042,Wakwella,GL,Galle,Southern Province,Sub Post Office
50086,Walagambahuwa,AD,Anuradhapura,North Central Province,Sub Post Office
12112,Walagedara,KT,Kalutara,Western Province,Sub Post Office
80046,Walahanduwa,GL,Galle,Southern Province,Sub Post Office
50516,Walahaviddawewa,AD,Anuradhapura,North Central Province,Sub Post Office
81294,Walakanda,MH,Matara,Southern Province,Sub Post Office
60198,Walakumburumulla,KG,Kurunegala,North Western Province,Sub Post Office
12134,Walallawita,KT,Kalutara,Western Province,Sub Post Office
22270,Walapane,NW,Nuwara Eliya,Central Province,Main Post Office
81220,Walasgala,MH,Matara,Southern Province,Main Post Office
82450,Walasmulla,HB,Hambantota,Southern Province,Main Post Office
21048,Walawela,MT,Matale,Central Province,Sub Post Office
70138,Waleboda,RN,Ratnapura,Sabaragamuwa Province,Sub Post Office
11146,Walgammulla,GQ,Gampaha,Western Province,Sub Post Office
11226,Walpita,GQ,Gampaha,Western Province,Sub Post Office
11012,Walpola,GQ,Gampaha,Western Province,Sub Post Office
32454,Wanagamuwa,APR,Ampara,Eastern Province,Sub Post Office
11068,Wanaluwawa,GQ,Gampaha,Western Province,Sub Post Office
61306,Wanathawilluwa,PX,Puttalam,North Western Province,Sub Post Office
80120,Wanchawala,GL,Galle,Southern Province,Main Post Office
